AATS7d,AATS8d,AATS8m,AATS5p,ATSC2d,ATSC3p,AATSC6dv,AATSC2s,AATSC0Z,GATS3c,GATS2dv,GATS7m,GATS1se,SpMAD_Dzm,AXp-2dv,NaasC,AMID_h,piPC3,piPC10,GGI10,ATS4dv,AATS5v,ATSC2s,ATSC1Z,ATSC0p,ATSC7i,GATS7Z,GATS3m,GATS5m,SpMAD_DzZ,SpDiam_Dzv,SpMAD_Dzv,VR1_Dzp,VR2_Dzp,RNCG,Xp-6dv,MAXdssC,MIC4,PEOE_VSA5,EState_VSA2,AtomicNumber,AtomicMass,AtomicRadius,IonizationEnergy,Density,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),Relative molecular weight,permittivity,LogP,HBD,HBA,MPC,boiling_point,PH,temperature,time,Cost,SSA
3.660377358,3.288135593,73.04197731,1.472561641,-16.34911243,-5.684038385,0.420845012,0.46146375,6.633136095,0.641172246,0.725677831,0.874823786,0.759124764,14.23589522,0.144269011,15.0,0.325281701,5.674182005,9.330584266,0.396082032,630.0,200.2131536,59.14071511,-13.80622837,12.02257316,-37.6854775,0.910687789,0.918828681,0.973124161,9.614721244,217.8775064,10.0898902,231.4541068,7.013760813,0.158079404,1.555514643,-1.006453482,35.13895629,0.0,16.69035448,29.0,63.55,140.0,7.726,8.933,4.48,6.7,119.0,73.0938,36.7,-1.01,0.0,1.0,0.22,153.0,2.8,85.0,48.0,57.07301214849891,0.45198086261193104
2.757575758,2.833333333,66.171038,1.426130173,-7.017531045,-3.495574228,-0.507732443,0.610668777,6.952520088,0.597723781,0.77662821,1.091926187,0.777430068,7.526719146,0.145394599,6.0,0.370201753,4.826311735,7.840356026,0.107540047,112.0,158.2051547,-3.111111111,7.41,4.500731783,17.32369574,1.171032357,1.051012836,0.930011576,3.991738983,39.01627391,4.266607416,47.63162366,3.969301972,0.376190686,0.248451997,-1.189788479,25.94226526,0.0,0.0,29.0,63.55,140.0,7.726,8.933,4.48,6.7,119.0,18.015,78.5,-1.38,1.0,1.0,0.82,100.0,2.0,160.0,72.0,1.0138412550476374,1.067232141764609
3.379310345,3.491525424,65.42178739,1.527078196,-16.06616257,-5.473522893,-0.382505585,0.518194707,6.593572779,0.555863249,0.785793486,1.071409842,0.731462869,11.62585661,0.147261638,9.0,0.228380496,5.697093487,9.610258352,0.532292623,190.0,160.8430033,17.3128858,-2.222222222,5.536269929,-2.198696973,0.817065073,0.956198961,1.048955142,5.220180083,64.40734129,5.649229843,68.0731777,4.538211847,0.36872064,0.415807862,-0.906223755,38.05690812,0.0,0.0,28.0,58.693,163.0,7.64,8.912,4.4,6.8,112.0,32.042,32.7,-0.77,1.0,1.0,0.32,64.7,14.0,100.0,168.0,24.73952165658416,0.5200481381971251
2.11396074109375,2.194829679234375,47.6284410746875,1.149731094271301,-6.268013449148437,-2.706467634195312,-0.46306151653124994,1.042476452046875,7.306673173992188,0.6762556962890625,0.673825065140625,0.831451008625,0.882666842828125,6.617903371585937,0.14074922853125,5.4375,0.551353284125,4.390497610046875,3.7407912301093753,0.1988779843359375,191.8671875,149.45826582523438,23.20033431559375,-7.959909542625001,4.033815997375,2.1243587362734377,0.6697363828828126,1.004870443703125,1.0808913288046875,4.55637935734375,52.93357254428125,5.376749510828125,51.2010830546875,3.835363917703125,0.31272614065625,0.2187336004609375,-1.109812241671875,32.29515485882813,0.63733522625,5.080351038468751,30.0234375,66.5492209375,157.2265625,7.953875,8.1388828125,4.246796875,7.73046875,35.0078125,47.807778125,55.7484375,-1.1671874999999998,0.4609375,1.0,0.49726562499999993,127.984375,5.882860209851563,84.2578125,109.875,1.0130563155537828,1.1701948669020805
2.455824563219986,2.5031517659837954,62.400857730412596,1.203716271204319,-7.01394913011261,-3.4024152232391205,0.8278481263018951,0.7372742290642396,7.011171304848679,0.6744545663447723,0.7009271806248931,1.136830046896408,0.8176888416966248,6.671287825950821,0.13733595378120422,4.7772979736328125,0.5496321382958984,4.57936640757962,6.168838076091122,0.18937525706066896,120.60337045687653,152.68171937676942,19.679898747855287,-6.491304309582459,3.2719082613301085,2.5881552130727234,1.0337235177396393,1.377039952629303,0.9847350721590729,3.2787962125862276,35.24322285445322,4.039675495753052,38.730881733489625,3.2023223379788055,0.4012705521286011,0.18062096504025454,-1.0821412011094513,27.77663759193089,0.5480917221528321,3.6476743668055915,36.091583251953125,81.94196752024483,150.1533660888672,8.403028228759766,7.857166076660157,4.249625244140625,7.612948608398439,-5.687286376953125,53.31974299621582,40.29465179443359,-0.5696557875163621,1.2679969172889058,0.984130859375,0.37574249267578125,124.97875477469795,8.669865778508271,100.70747375488281,57.9755859375,1.0130532435785966,1.2121195593822858
2.436912635579815,2.2457177039135816,60.978376227962805,1.2488649443380897,-6.537796381763839,-2.278366996818165,0.9325504882526817,0.8861873014829025,7.894361009406971,0.671160740390812,0.7223542491435662,0.9833400190488929,0.8691458429511185,7.213892334539363,0.137181226076343,5.306621551513672,0.5355266207763519,4.52404054706016,5.782495728963038,0.18608708388766337,236.6119307871194,147.18755380931196,21.888568594920805,-13.525127647404815,4.25732928271,3.1078431089637375,0.982065990458779,1.0056352440103073,1.015887529938305,4.240954087534748,51.85735069996491,5.0305575483328235,56.94675835731461,4.000003240046802,0.27513326535943605,0.28112052911905283,-1.213774020263093,34.12060516157124,0.1285993027994385,3.405412683114814,25.898902893066406,57.3989958916337,153.50195693969727,7.886410346984864,5.7659983062744145,4.007571156550794,8.419283294677735,-2.2172164916992188,49.63841361007691,39.70399360656738,-0.651364517211914,0.48141871217330484,0.9682985028367928,0.4237142181396485,109.14308512371605,9.70400083115406,97.63402938842773,75.921630859375,1.0115423687907281,1.2515896028514875
3.1297470067730817,3.083700679337297,70.79352381401738,1.4381215545008739,-10.171442893626331,-3.9362828171018047,0.0034412802726625207,0.6681901109307895,6.936372168009703,0.6717544036041609,0.7620425054740378,0.7088097567375399,0.7959428881660862,9.296099757833243,0.1446453815182812,7.930987060070038,0.393590579187553,5.059851411436874,8.105602760358952,0.3842207145944476,195.74349547543324,156.40436802130438,19.444570791801453,-5.189106726868497,4.692501869372524,2.356529563365454,1.223051731756573,1.074883397847847,0.9826656664353941,4.520868328589023,56.13640442635847,5.212673373376471,59.800238095509485,4.120985238523238,0.31904981634987933,0.3200177799372859,-1.1454195825091777,32.5401782291901,0.348399867516448,3.762118019038712,35.317118387044616,79.83328708855143,161.53816238100202,8.022164245921891,6.812405389530451,4.211232969465154,9.354503992199898,33.712406873703,49.45402866770029,44.7994983943421,-0.9712060976855986,0.5375067412373334,1.0175167040654356,0.3949112695455551,115.05425436849481,8.57902028849406,95.0331498682499,76.80774190624689,3.358313211548335,0.710337831643451
3.320820489135854,3.3969554340213612,66.63165651057147,1.5060120586924581,-14.811404600939861,-5.177108910778899,-0.30624986642549135,0.5517033284876385,6.665179085407715,0.576690068748975,0.7807537400502573,1.061019117504178,0.7458023188814658,11.14429679913637,0.14676366816790054,8.77209323644638,0.2615501036453908,5.569379596576114,9.319178801458552,0.49789719948459504,195.2139111008884,160.65772392297896,17.702519787387764,-2.8208937868683712,5.424609551333949,-1.5114379053395819,0.8750099525589945,1.0000667513284778,1.0324287515930592,5.1279493454052805,63.84256693581037,5.609598329863148,67.444314696965,4.48209393829522,0.35467868283577175,0.4036577710369451,-0.9590182340762172,37.01234148041669,0.08181115141757012,0.8100852858291845,29.157920956611633,62.17735033067128,161.12112218141556,7.773698236548352,8.723759453296662,4.381357996454324,7.016923863643877,93.5518010854721,34.71417714756727,36.25155176232847,-0.8231362926959991,0.920208235926349,0.9996111419257315,0.3490306866168976,75.11942632351672,12.803410445994626,99.73566621541977,148.16158876033467,21.534123931335998,0.5590754489684511
3.024615947569655,2.879214835698718,69.59865427325765,1.3875229179519395,-9.086273576454722,-3.6716423827158167,0.235156614173816,0.6802611050159273,7.0156031077769025,0.6621332517804173,0.7534742497962965,1.0327686806262881,0.806467807545101,8.67259998038207,0.14407490285684693,7.461928129196167,0.4105323582766168,4.961874320859045,7.724957496304906,0.3303404473956526,194.4224848511097,155.97803616863794,20.558117377709777,-5.893413027184429,4.616872121988918,2.637455014312949,0.9614527401853333,1.0742095576456185,0.9928789195987449,4.456882076052893,56.04965218696637,5.186132717768709,59.53388313770511,4.073410398033388,0.31055446855921054,0.32659532216096954,-1.1487532366868112,32.08885311233146,0.30028760246452335,5.00490148248012,35.40866255760193,80.19384172807437,160.49270933598694,8.138805547475815,7.496968733310699,4.181529117181622,9.476960444450379,14.890069484710693,50.052497400426866,47.08059115409851,-0.9637742602924186,0.5105085364615526,1.116282811950347,0.41986637115478515,118.82206533776302,8.279471829764733,92.51780271530151,68.2706894681772,1.0608857065031856,0.8178410492423904
3.3386872415009305,3.4313252579389344,66.27870991034362,1.5075214832369275,-15.367944791649963,-5.326776700675095,-0.29233364808872986,0.5385510216112366,6.6520041431446995,0.5777113796159514,0.7825724670070343,1.066659609254013,0.7418918714280701,11.311526492641006,0.14654987878840636,8.833206176757812,0.2537747457670288,5.604102475197724,9.37865808047319,0.5102869374387196,200.96754455566406,161.11944187051574,18.517653107752807,-3.2580449443565676,5.450860283713471,-1.0983724842742615,0.8543096756447296,0.9673721088891907,1.0401244596847687,5.151195671571335,63.982961870115695,5.623456543465087,68.02892109705653,4.507844150229417,0.3568719853126221,0.40823222939819337,-0.9507373804044341,37.321429641478154,0.012603553054199218,0.5309993870252785,28.651580810546875,60.729071864864565,161.48252868652344,7.750593719482422,8.751748352050782,4.384573364257813,6.913601684570313,96.89315795898438,34.78629375305176,34.28932342529297,-0.7953085327148437,0.9392238593267694,0.9990234375,0.32972564697265627,72.22084421878114,13.210265647355804,99.27345275878906,155.8251953125,24.592258621809194,0.537013568968464
3.1297470067730817,3.083700679337297,70.79352381401738,1.4381215545008739,-10.171442893626331,-3.9362828171018047,0.0034412802726625207,0.6681901109307895,6.936372168009703,0.6717544036041609,0.7620425054740378,0.7088097567375399,0.7959428881660862,9.296099757833243,0.1446453815182812,7.930987060070038,0.393590579187553,5.059851411436874,8.105602760358952,0.3842207145944476,195.74349547543324,156.40436802130438,19.444570791801453,-5.189106726868497,4.692501869372524,2.356529563365454,1.223051731756573,1.074883397847847,0.9826656664353941,4.520868328589023,56.13640442635847,5.212673373376471,59.800238095509485,4.120985238523238,0.31904981634987933,0.3200177799372859,-1.1454195825091777,32.5401782291901,0.348399867516448,3.762118019038712,35.317118387044616,79.83328708855143,161.53816238100202,8.022164245921891,6.812405389530451,4.211232969465154,9.354503992199898,33.712406873703,49.45402866770029,44.7994983943421,-0.9712060976855986,0.5375067412373334,1.0175167040654356,0.3949112695455551,115.05425436849481,8.57902028849406,95.0331498682499,76.80774190624689,3.358313211548335,0.710337831643451
2.957694147080475,2.749933887953407,73.21327213158928,1.3535386046109612,-7.635688993074478,-3.2569033116786654,0.4263313352302475,0.7137701804450685,7.17566645806913,0.651651121482503,0.742615576670227,0.9735975714676972,0.8047634370318298,7.951876503307319,0.14575743687535858,6.801124572753906,0.42588447439510346,4.882832026434716,7.653155490185692,0.30266980923219833,211.28858184814453,153.60824042880387,22.613478197379628,-8.454567384043205,4.461654359853721,1.8561339066281664,1.0546765969251235,1.0433477770163573,0.9935223077678224,4.45135746180825,55.27038038947293,5.254556931662719,58.309133337767975,4.060927862319664,0.2879263853844223,0.2896651650106532,-1.207160257894531,32.288404558400856,0.23203130532373048,5.933587726937744,36.07897186279297,83.12912045799565,154.81033325195312,8.563608360290527,7.5765135345458985,4.261119562650397,8.550399017333985,-16.609634399414062,54.77186742095947,47.6807861328125,-0.993458761377092,0.48970444717562567,0.9997073572360856,0.41281433105468746,128.43566741943357,7.412434072638671,99.0557861328125,54.96771533070905,1.016683229920048,0.8461925979473008
3.3062105275460487,3.383258230520277,67.36160587085372,1.4926982458976685,-14.498960301549879,-5.077919054699089,-0.2366959509270494,0.5607628587880044,6.692122370408837,0.5962213963809747,0.7827347663828885,0.9559531642139004,0.7529337363022977,10.966575279982495,0.14662325982706342,8.587484061717987,0.2752084321620269,5.499731823759343,9.15611361377509,0.48286622080908487,201.79006277696004,159.8632477436645,18.498459308447202,-3.5237699667944247,5.331017712065059,-0.37417802374072784,0.8973338172912254,0.9889972142340893,1.0320586622402121,5.044070214525766,62.56101220635162,5.5463843013938,66.77076918245417,4.449799290075082,0.35101729199421694,0.39324294082568545,-0.9873285282612546,36.438357750099726,0.05443723287960911,0.7900187117222964,29.222236467938007,62.42314988012077,159.88530893234562,7.822347701575532,8.664805280506611,4.380791349109837,7.0028057426214225,88.3064694404602,36.751645365059375,36.44590434134007,-0.831418471595623,0.8778815567205309,0.9993545582598504,0.3454892164468765,79.05982749424112,12.376991358952175,98.56154188513756,142.8533327922666,17.904843896196198,0.5999892065465358
3.1297470067730817,3.083700679337297,70.79352381401738,1.4381215545008739,-10.171442893626331,-3.9362828171018047,0.0034412802726625207,0.6681901109307895,6.936372168009703,0.6717544036041609,0.7620425054740378,0.7088097567375399,0.7959428881660862,9.296099757833243,0.1446453815182812,7.930987060070038,0.393590579187553,5.059851411436874,8.105602760358952,0.3842207145944476,195.74349547543324,156.40436802130438,19.444570791801453,-5.189106726868497,4.692501869372524,2.356529563365454,1.223051731756573,1.074883397847847,0.9826656664353941,4.520868328589023,56.13640442635847,5.212673373376471,59.800238095509485,4.120985238523238,0.31904981634987933,0.3200177799372859,-1.1454195825091777,32.5401782291901,0.348399867516448,3.762118019038712,35.317118387044616,79.83328708855143,161.53816238100202,8.022164245921891,6.812405389530451,4.211232969465154,9.354503992199898,33.712406873703,49.45402866770029,44.7994983943421,-0.9712060976855986,0.5375067412373334,1.0175167040654356,0.3949112695455551,115.05425436849481,8.57902028849406,95.0331498682499,76.80774190624689,3.358313211548335,0.710337831643451
3.106846323532978,3.0472201562342622,70.60083159919296,1.4233434835051926,-10.126484719307275,-3.9656377515537953,0.007253726560669582,0.6597353282960428,6.933471744496305,0.6652377372584048,0.6448244674108398,0.7678343327941572,0.7969715415850072,9.305671046050332,0.14429767162194912,7.844995166640729,0.3899618721004401,5.056670761492007,8.142138848102626,0.5459669615921787,209.37674812621614,157.44172806621074,19.604458806693444,-5.137708554982611,4.9096934746380185,1.2081658496314494,1.4063714879624731,1.0597550155938285,0.9712075613067772,4.693693411099678,60.72126025651116,5.383749383344078,64.38642175836723,4.218736082431796,0.3115219426484441,0.35745097483628663,-1.146235828446279,32.649600372066885,0.38660617752150017,3.9762993103763433,33.59356166613359,75.17220509470934,157.4132612807507,8.13283552143,7.95968241413776,4.266781798193868,8.185432608235086,31.0429062647745,47.59614946014574,46.364134488492866,-0.9800729445742478,0.6164770178898824,1.0058001847115787,0.4156407909840345,131.68813429278114,8.471926306268983,98.35369589272887,77.29848562304619,1.2814028325772,0.7281411808238483
